index	Ontology	GO id	GO term	value	pval	qval
12108	BP	GO:0003326	pancreatic A cell fate commitment	1	1.0	1.0
12109	BP	GO:1903487	regulation of lactation	3	1.0	1.0
12110	BP	GO:0042256	mature ribosome assembly	2	1.0	1.0
12111	BP	GO:0060401	cytosolic calcium ion transport	27	1.0	1.0
12112	BP	GO:0043504	mitochondrial DNA repair	2	1.0	1.0
12113	BP	GO:0071407	cellular response to organic cyclic compound	152	1.0	1.0
12114	BP	GO:0035561	regulation of chromatin binding	12	1.0	1.0
12115	BP	GO:0034551	mitochondrial respiratory chain complex III assembly	3	1.0	1.0
12116	BP	GO:0051250	negative regulation of lymphocyte activation	70	1.0	1.0
12117	BP	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	8	1.0	1.0
12118	BP	GO:0018119	peptidyl-cysteine S-nitrosylation	1	1.0	1.0
12119	BP	GO:0070602	regulation of centromeric sister chromatid cohesion	3	1.0	1.0
12120	BP	GO:0097370	protein O-GlcNAcylation via threonine	1	1.0	1.0
12121	BP	GO:0071474	cellular hyperosmotic response	7	1.0	1.0
12122	BP	GO:0000431	regulation of transcription from RNA polymerase II promoter by galactose	1	1.0	1.0
12123	BP	GO:0048711	positive regulation of astrocyte differentiation	3	1.0	1.0
12124	BP	GO:0032273	positive regulation of protein polymerization	55	1.0	1.0
12125	BP	GO:0009888	tissue development	256	1.0	1.0
12126	BP	GO:1905012	regulation of 'de novo' NAD biosynthetic process from tryptophan	1	1.0	1.0
12127	BP	GO:1905333	regulation of gastric motility	3	1.0	1.0
12128	BP	GO:0045071	negative regulation of viral genome replication	26	1.0	1.0
12129	BP	GO:0150003	regulation of spontaneous synaptic transmission	3	1.0	1.0
12130	BP	GO:0045990	carbon catabolite regulation of transcription	2	1.0	1.0
12131	BP	GO:0048755	branching morphogenesis of a nerve	1	1.0	1.0
12132	BP	GO:1900125	regulation of hyaluronan biosynthetic process	3	1.0	1.0
12133	BP	GO:0050870	positive regulation of T cell activation	95	1.0	1.0
12134	BP	GO:0046391	5-phosphoribose 1-diphosphate metabolic process	5	1.0	1.0
12135	BP	GO:0046490	isopentenyl diphosphate metabolic process	4	1.0	1.0
12136	BP	GO:0120163	negative regulation of cold-induced thermogenesis	24	1.0	1.0
12137	BP	GO:0070084	protein initiator methionine removal	1	1.0	1.0
12138	BP	GO:0000717	nucleotide-excision repair, DNA duplex unwinding	1	1.0	1.0
12139	BP	GO:0038028	insulin receptor signaling pathway via phosphatidylinositol 3-kinase	2	1.0	1.0
12140	BP	GO:1902913	positive regulation of neuroepithelial cell differentiation	1	1.0	1.0
12141	BP	GO:1904158	axonemal central apparatus assembly	3	1.0	1.0
12142	BP	GO:0008645	hexose transmembrane transport	14	1.0	1.0
12143	BP	GO:0072133	metanephric mesenchyme morphogenesis	2	1.0	1.0
12144	BP	GO:1901632	regulation of synaptic vesicle membrane organization	6	1.0	1.0
12145	BP	GO:1905784	regulation of anaphase-promoting complex-dependent catabolic process	2	1.0	1.0
12146	BP	GO:0021775	smoothened signaling pathway involved in ventral spinal cord interneuron specification	1	1.0	1.0
12147	BP	GO:2000053	regulation of Wnt signaling pathway involved in dorsal/ventral axis specification	1	1.0	1.0
12148	BP	GO:1901980	positive regulation of inward rectifier potassium channel activity	1	1.0	1.0
12149	BP	GO:0034720	histone H3-K4 demethylation	2	1.0	1.0
12150	BP	GO:0003334	keratinocyte development	6	1.0	1.0
12151	BP	GO:0120033	negative regulation of plasma membrane bounded cell projection assembly	13	1.0	1.0
12152	BP	GO:0048704	embryonic skeletal system morphogenesis	42	1.0	1.0
12153	BP	GO:1901879	regulation of protein depolymerization	22	1.0	1.0
12154	BP	GO:2000045	regulation of G1/S transition of mitotic cell cycle	53	1.0	1.0
12155	BP	GO:0016056	rhodopsin mediated signaling pathway	2	1.0	1.0
12156	BP	GO:0042455	ribonucleoside biosynthetic process	8	1.0	1.0
12157	BP	GO:1902966	positive regulation of protein localization to early endosome	6	1.0	1.0
12158	BP	GO:0015748	organophosphate ester transport	42	1.0	1.0
12159	BP	GO:0070434	positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	3	1.0	1.0
12160	BP	GO:0014870	response to muscle inactivity	5	1.0	1.0
12161	BP	GO:0071673	positive regulation of smooth muscle cell chemotaxis	1	1.0	1.0
12162	BP	GO:0051835	positive regulation of synapse structural plasticity	2	1.0	1.0
12163	BP	GO:2001262	positive regulation of semaphorin-plexin signaling pathway	1	1.0	1.0
12164	BP	GO:0110076	negative regulation of ferroptosis	1	1.0	1.0
12165	BP	GO:0035364	thymine transport	1	1.0	1.0
12166	BP	GO:0060529	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development	1	1.0	1.0
12167	BP	GO:1902525	regulation of protein monoubiquitination	5	1.0	1.0
12168	BP	GO:0140192	regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process	1	1.0	1.0
12169	BP	GO:0060760	positive regulation of response to cytokine stimulus	21	1.0	1.0
12170	BP	GO:0045741	positive regulation of epidermal growth factor-activated receptor activity	7	1.0	1.0
12171	BP	GO:1905799	regulation of intraciliary retrograde transport	1	1.0	1.0
12172	BP	GO:0060872	semicircular canal development	1	1.0	1.0
12173	BP	GO:0019673	GDP-mannose metabolic process	6	1.0	1.0
12174	BP	GO:0001890	placenta development	16	1.0	1.0
12175	BP	GO:2000592	regulation of metanephric DCT cell differentiation	1	1.0	1.0
12176	BP	GO:0072178	nephric duct morphogenesis	2	1.0	1.0
12177	BP	GO:0010575	positive regulation of vascular endothelial growth factor production	9	1.0	1.0
12178	BP	GO:2000312	regulation of kainate selective glutamate receptor activity	1	1.0	1.0
12179	BP	GO:0032074	negative regulation of nuclease activity	4	1.0	1.0
12180	BP	GO:0005984	disaccharide metabolic process	4	1.0	1.0
12181	BP	GO:0061642	chemoattraction of axon	1	1.0	1.0
12182	BP	GO:0015824	proline transport	3	1.0	1.0
12183	BP	GO:0070489	T cell aggregation	1	1.0	1.0
12184	BP	GO:1990253	cellular response to leucine starvation	1	1.0	1.0
12185	BP	GO:1990451	cellular stress response to acidic pH	1	1.0	1.0
12186	BP	GO:0046486	glycerolipid metabolic process	123	1.0	1.0
12187	BP	GO:0035710	CD4-positive, alpha-beta T cell activation	11	1.0	1.0
12188	BP	GO:0072698	protein localization to microtubule cytoskeleton	21	1.0	1.0
12189	BP	GO:1904716	positive regulation of chaperone-mediated autophagy	1	1.0	1.0
12190	BP	GO:0120255	olefinic compound biosynthetic process	5	1.0	1.0
12191	BP	GO:0050792	regulation of viral process	88	1.0	1.0
12192	BP	GO:1901032	negative regulation of response to reactive oxygen species	7	1.0	1.0
12193	BP	GO:0009066	aspartate family amino acid metabolic process	19	1.0	1.0
12194	BP	GO:0106001	intestinal hexose absorption	2	1.0	1.0
12195	BP	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	5	1.0	1.0
12196	BP	GO:0032489	regulation of Cdc42 protein signal transduction	5	1.0	1.0
12197	BP	GO:0000965	mitochondrial RNA 3'-end processing	2	1.0	1.0
12198	BP	GO:0031550	positive regulation of brain-derived neurotrophic factor receptor signaling pathway	1	1.0	1.0
12199	BP	GO:0045840	positive regulation of mitotic nuclear division	19	1.0	1.0
12200	BP	GO:1900180	regulation of protein localization to nucleus	73	1.0	1.0
12201	BP	GO:0002218	activation of innate immune response	24	1.0	1.0
12202	BP	GO:1901502	ether catabolic process	1	1.0	1.0
12203	BP	GO:1905178	regulation of cardiac muscle tissue regeneration	2	1.0	1.0
12204	BP	GO:0040001	establishment of mitotic spindle localization	16	1.0	1.0
12205	BP	GO:0002188	translation reinitiation	2	1.0	1.0
12206	BP	GO:0031929	TOR signaling	9	1.0	1.0
12207	BP	GO:0045624	positive regulation of T-helper cell differentiation	11	1.0	1.0
12208	BP	GO:0050708	regulation of protein secretion	98	1.0	1.0
12209	BP	GO:0071265	L-methionine biosynthetic process	5	1.0	1.0
12210	BP	GO:0140059	dendrite arborization	4	1.0	1.0
12211	BP	GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	25	1.0	1.0
12212	BP	GO:1902367	negative regulation of Notch signaling pathway involved in somitogenesis	1	1.0	1.0
12213	BP	GO:0048535	lymph node development	6	1.0	1.0
12214	BP	GO:0002759	regulation of antimicrobial humoral response	3	1.0	1.0
12215	BP	GO:0043374	CD8-positive, alpha-beta T cell differentiation	3	1.0	1.0
12216	BP	GO:0018027	peptidyl-lysine dimethylation	7	1.0	1.0
12217	BP	GO:1904639	cellular response to resveratrol	1	1.0	1.0
12218	BP	GO:0033085	negative regulation of T cell differentiation in thymus	1	1.0	1.0
12219	BP	GO:0002902	regulation of B cell apoptotic process	7	1.0	1.0
12220	BP	GO:0045055	regulated exocytosis	46	1.0	1.0
12221	BP	GO:0050856	regulation of T cell receptor signaling pathway	22	1.0	1.0
12222	BP	GO:1902338	negative regulation of apoptotic process involved in morphogenesis	3	1.0	1.0
12223	BP	GO:1904098	regulation of protein O-linked glycosylation	1	1.0	1.0
12224	BP	GO:1903351	cellular response to dopamine	8	1.0	1.0
12225	BP	GO:0043438	acetoacetic acid metabolic process	1	1.0	1.0
12226	BP	GO:0034504	protein localization to nucleus	76	1.0	1.0
12227	BP	GO:0031507	heterochromatin assembly	13	1.0	1.0
12228	BP	GO:0071907	determination of digestive tract left/right asymmetry	1	1.0	1.0
12229	BP	GO:0000086	G2/M transition of mitotic cell cycle	24	1.0	1.0
12230	BP	GO:0046599	regulation of centriole replication	10	1.0	1.0
12231	BP	GO:0032328	alanine transport	7	1.0	1.0
12232	BP	GO:0048636	positive regulation of muscle organ development	10	1.0	1.0
12233	BP	GO:0045123	cellular extravasation	7	1.0	1.0
12234	BP	GO:0044869	negative regulation by host of viral exo-alpha-sialidase activity	1	1.0	1.0
12235	BP	GO:2001023	regulation of response to drug	3	1.0	1.0
12236	BP	GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter	2	1.0	1.0
12237	BP	GO:0009179	purine ribonucleoside diphosphate metabolic process	24	1.0	1.0
12238	BP	GO:0007250	activation of NF-kappaB-inducing kinase activity	9	1.0	1.0
12239	BP	GO:0030216	keratinocyte differentiation	22	1.0	1.0
12240	BP	GO:1902956	regulation of mitochondrial electron transport, NADH to ubiquinone	1	1.0	1.0
12241	BP	GO:0022417	protein maturation by protein folding	5	1.0	1.0
12242	BP	GO:0050689	negative regulation of defense response to virus by host	2	1.0	1.0
12243	BP	GO:0090615	mitochondrial mRNA processing	2	1.0	1.0
12244	BP	GO:0043149	stress fiber assembly	10	1.0	1.0
12245	BP	GO:0019752	carboxylic acid metabolic process	291	1.0	1.0
12246	BP	GO:0099622	cardiac muscle cell membrane repolarization	9	1.0	1.0
12247	BP	GO:0010637	negative regulation of mitochondrial fusion	4	1.0	1.0
12248	BP	GO:0002085	inhibition of neuroepithelial cell differentiation	1	1.0	1.0
12249	BP	GO:0110151	positive regulation of biomineralization	20	1.0	1.0
12250	BP	GO:1903936	cellular response to sodium arsenite	1	1.0	1.0
12251	BP	GO:0060453	regulation of gastric acid secretion	4	1.0	1.0
12252	BP	GO:0034614	cellular response to reactive oxygen species	48	1.0	1.0
12253	BP	GO:0035404	histone-serine phosphorylation	3	1.0	1.0
12254	BP	GO:0046549	retinal cone cell development	2	1.0	1.0
12255	BP	GO:0015849	organic acid transport	89	1.0	1.0
12256	BP	GO:0006613	cotranslational protein targeting to membrane	8	1.0	1.0
12257	BP	GO:0006839	mitochondrial transport	59	1.0	1.0
12258	BP	GO:1903018	regulation of glycoprotein metabolic process	20	1.0	1.0
12259	BP	GO:0007501	mesodermal cell fate specification	4	1.0	1.0
12260	BP	GO:0001836	release of cytochrome c from mitochondria	14	1.0	1.0
12261	BP	GO:0034329	cell junction assembly	91	1.0	1.0
12262	BP	GO:0071514	genetic imprinting	9	1.0	1.0
12263	BP	GO:0072262	metanephric glomerular mesangial cell proliferation involved in metanephros development	1	1.0	1.0
12264	BP	GO:0045779	negative regulation of bone resorption	10	1.0	1.0
12265	BP	GO:0071931	positive regulation of transcription involved in G1/S transition of mitotic cell cycle	2	1.0	1.0
12266	BP	GO:1905246	negative regulation of aspartic-type peptidase activity	1	1.0	1.0
12267	BP	GO:0046474	glycerophospholipid biosynthetic process	75	1.0	1.0
12268	BP	GO:0070142	synaptic vesicle budding	2	1.0	1.0
12269	BP	GO:0046031	ADP metabolic process	20	1.0	1.0
12270	BP	GO:0072305	negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	1	1.0	1.0
12271	BP	GO:0018317	protein C-linked glycosylation via tryptophan	1	1.0	1.0
12272	BP	GO:0021885	forebrain cell migration	13	1.0	1.0
12273	BP	GO:0072520	seminiferous tubule development	5	1.0	1.0
12274	BP	GO:0090128	regulation of synapse maturation	6	1.0	1.0
12275	BP	GO:0044091	membrane biogenesis	4	1.0	1.0
12276	BP	GO:0006364	rRNA processing	91	1.0	1.0
12277	BP	GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	9	1.0	1.0
12278	BP	GO:1901841	regulation of high voltage-gated calcium channel activity	8	1.0	1.0
12279	BP	GO:0007606	sensory perception of chemical stimulus	11	1.0	1.0
12280	BP	GO:0016444	somatic cell DNA recombination	16	1.0	1.0
12281	BP	GO:1901343	negative regulation of vasculature development	41	1.0	1.0
12282	BP	GO:0071316	cellular response to nicotine	6	1.0	1.0
12283	BP	GO:2000492	regulation of interleukin-18-mediated signaling pathway	1	1.0	1.0
12284	BP	GO:0060686	negative regulation of prostatic bud formation	1	1.0	1.0
12285	BP	GO:1903626	positive regulation of DNA catabolic process	1	1.0	1.0
12286	BP	GO:0006787	porphyrin-containing compound catabolic process	3	1.0	1.0
12287	BP	GO:0090215	regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity	2	1.0	1.0
12288	BP	GO:0100002	negative regulation of protein kinase activity by protein phosphorylation	1	1.0	1.0
12289	BP	GO:0051801	cytolysis in other organism involved in symbiotic interaction	4	1.0	1.0
12290	BP	GO:0043652	engulfment of apoptotic cell	4	1.0	1.0
12291	BP	GO:0050886	endocrine process	9	1.0	1.0
12292	BP	GO:0061031	endodermal digestive tract morphogenesis	1	1.0	1.0
12293	BP	GO:0006739	NADP metabolic process	11	1.0	1.0
12294	BP	GO:0034371	chylomicron remodeling	2	1.0	1.0
12295	BP	GO:1903436	regulation of mitotic cytokinetic process	1	1.0	1.0
12296	BP	GO:0015919	peroxisomal membrane transport	8	1.0	1.0
12297	BP	GO:0010634	positive regulation of epithelial cell migration	53	1.0	1.0
12298	BP	GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	1	1.0	1.0
12299	BP	GO:2000199	positive regulation of ribonucleoprotein complex localization	1	1.0	1.0
12300	BP	GO:0030950	establishment or maintenance of actin cytoskeleton polarity	1	1.0	1.0
12301	BP	GO:0032496	response to lipopolysaccharide	120	1.0	1.0
12302	BP	GO:2000465	regulation of glycogen (starch) synthase activity	4	1.0	1.0
12303	BP	GO:0001774	microglial cell activation	13	1.0	1.0
12304	BP	GO:1904059	regulation of locomotor rhythm	1	1.0	1.0
12305	BP	GO:2001235	positive regulation of apoptotic signaling pathway	65	1.0	1.0
12306	BP	GO:0010226	response to lithium ion	11	1.0	1.0
12307	BP	GO:0030002	cellular anion homeostasis	6	1.0	1.0
12308	BP	GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	10	1.0	1.0
12309	BP	GO:0036473	cell death in response to oxidative stress	1	1.0	1.0
12310	BP	GO:0031427	response to methotrexate	1	1.0	1.0
12311	BP	GO:0035621	ER to Golgi ceramide transport	1	1.0	1.0
12312	BP	GO:0061289	Wnt signaling pathway involved in kidney development	2	1.0	1.0
12313	BP	GO:0072497	mesenchymal stem cell differentiation	1	1.0	1.0
12314	BP	GO:0006348	chromatin silencing at telomere	6	1.0	1.0
12315	BP	GO:0006600	creatine metabolic process	1	1.0	1.0
12316	BP	GO:0072209	metanephric mesangial cell differentiation	1	1.0	1.0
12317	BP	GO:1902688	regulation of NAD metabolic process	1	1.0	1.0
12318	BP	GO:0043627	response to estrogen	30	1.0	1.0
12319	BP	GO:0033137	negative regulation of peptidyl-serine phosphorylation	14	1.0	1.0
12320	BP	GO:0019276	UDP-N-acetylgalactosamine metabolic process	2	1.0	1.0
12321	BP	GO:0060664	epithelial cell proliferation involved in salivary gland morphogenesis	3	1.0	1.0
12322	BP	GO:0031577	spindle checkpoint signaling	12	1.0	1.0
12323	BP	GO:0045945	positive regulation of transcription by RNA polymerase III	1	1.0	1.0
12324	BP	GO:0006661	phosphatidylinositol biosynthetic process	46	1.0	1.0
12325	BP	GO:0070349	positive regulation of brown fat cell proliferation	1	1.0	1.0
12326	BP	GO:0097479	synaptic vesicle localization	19	1.0	1.0
12327	BP	GO:0003330	regulation of extracellular matrix constituent secretion	2	1.0	1.0
12328	BP	GO:0042760	very long-chain fatty acid catabolic process	1	1.0	1.0
12329	BP	GO:0090109	regulation of cell-substrate junction assembly	32	1.0	1.0
12330	BP	GO:0051146	striated muscle cell differentiation	22	1.0	1.0
12331	BP	GO:2000378	negative regulation of reactive oxygen species metabolic process	16	1.0	1.0
12332	BP	GO:0051775	response to redox state	9	1.0	1.0
12333	BP	GO:0046321	positive regulation of fatty acid oxidation	6	1.0	1.0
12334	BP	GO:0070175	positive regulation of enamel mineralization	2	1.0	1.0
12335	BP	GO:0048541	Peyer's patch development	2	1.0	1.0
12336	BP	GO:0045852	pH elevation	4	1.0	1.0
12337	BP	GO:1990410	adrenomedullin receptor signaling pathway	2	1.0	1.0
12338	BP	GO:0002415	immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor	1	1.0	1.0
12339	BP	GO:0080111	DNA demethylation	6	1.0	1.0
12340	BP	GO:1904161	DNA synthesis involved in UV-damage excision repair	1	1.0	1.0
12341	BP	GO:0031455	glycine betaine metabolic process	1	1.0	1.0
12342	BP	GO:0090186	regulation of pancreatic juice secretion	4	1.0	1.0
12343	BP	GO:0030834	regulation of actin filament depolymerization	11	1.0	1.0
12344	BP	GO:1903978	regulation of microglial cell activation	6	1.0	1.0
12345	BP	GO:0009134	nucleoside diphosphate catabolic process	5	1.0	1.0
12346	BP	GO:0009649	entrainment of circadian clock	20	1.0	1.0
12347	BP	GO:1904291	positive regulation of mitotic DNA damage checkpoint	1	1.0	1.0
12348	BP	GO:1902572	negative regulation of serine-type peptidase activity	1	1.0	1.0
12349	BP	GO:0048666	neuron development	62	1.0	1.0
12350	BP	GO:0120061	negative regulation of gastric emptying	1	1.0	1.0
12351	BP	GO:0032048	cardiolipin metabolic process	5	1.0	1.0
12352	BP	GO:0016202	regulation of striated muscle tissue development	12	1.0	1.0
12353	BP	GO:0072658	maintenance of protein location in membrane	1	1.0	1.0
12354	BP	GO:0021854	hypothalamus development	6	1.0	1.0
12355	BP	GO:0048638	regulation of developmental growth	124	1.0	1.0
12356	BP	GO:0086014	atrial cardiac muscle cell action potential	6	1.0	1.0
12357	BP	GO:0021572	rhombomere 6 development	1	1.0	1.0
12358	BP	GO:0003413	chondrocyte differentiation involved in endochondral bone morphogenesis	2	1.0	1.0
12359	BP	GO:0046916	cellular transition metal ion homeostasis	43	1.0	1.0
12360	BP	GO:0034498	early endosome to Golgi transport	7	1.0	1.0
12361	BP	GO:0072560	type B pancreatic cell maturation	1	1.0	1.0
12362	BP	GO:0007018	microtubule-based movement	135	1.0	1.0
12363	BP	GO:2000766	negative regulation of cytoplasmic translation	2	1.0	1.0
12364	BP	GO:0032717	negative regulation of interleukin-8 production	12	1.0	1.0
12365	BP	GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	26	1.0	1.0
12366	BP	GO:0051352	negative regulation of ligase activity	1	1.0	1.0
12367	BP	GO:0070816	phosphorylation of RNA polymerase II C-terminal domain	6	1.0	1.0
12368	BP	GO:0120229	protein localization to motile cilium	2	1.0	1.0
12369	BP	GO:0021843	substrate-independent telencephalic tangential interneuron migration	2	1.0	1.0
12370	BP	GO:0030048	actin filament-based movement	20	1.0	1.0
12371	BP	GO:0044806	G-quadruplex DNA unwinding	1	1.0	1.0
12372	BP	GO:0006109	regulation of carbohydrate metabolic process	76	1.0	1.0
12373	BP	GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	8	1.0	1.0
12374	BP	GO:0051017	actin filament bundle assembly	28	1.0	1.0
12375	BP	GO:0008295	spermidine biosynthetic process	2	1.0	1.0
12376	BP	GO:0060694	regulation of cholesterol transporter activity	2	1.0	1.0
12377	BP	GO:0042476	odontogenesis	43	1.0	1.0
12378	BP	GO:1900378	positive regulation of secondary metabolite biosynthetic process	3	1.0	1.0
12379	BP	GO:0043171	peptide catabolic process	5	1.0	1.0
12380	BP	GO:0045828	positive regulation of isoprenoid metabolic process	1	1.0	1.0
12381	BP	GO:0030187	melatonin biosynthetic process	1	1.0	1.0
12382	BP	GO:0009713	catechol-containing compound biosynthetic process	7	1.0	1.0
12383	BP	GO:0090151	establishment of protein localization to mitochondrial membrane	14	1.0	1.0
12384	BP	GO:0038171	cannabinoid signaling pathway	4	1.0	1.0
12385	BP	GO:0002895	regulation of central B cell tolerance induction	1	1.0	1.0
12386	BP	GO:0009178	pyrimidine deoxyribonucleoside monophosphate catabolic process	4	1.0	1.0
12387	BP	GO:0046501	protoporphyrinogen IX metabolic process	4	1.0	1.0
12388	BP	GO:0051621	regulation of norepinephrine uptake	1	1.0	1.0
12389	BP	GO:1903413	cellular response to bile acid	2	1.0	1.0
12390	BP	GO:0030201	heparan sulfate proteoglycan metabolic process	2	1.0	1.0
12391	BP	GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	31	1.0	1.0
12392	BP	GO:0098908	regulation of neuronal action potential	2	1.0	1.0
12393	BP	GO:0097692	histone H3-K4 monomethylation	1	1.0	1.0
12394	BP	GO:2001188	regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	4	1.0	1.0
12395	BP	GO:0034244	negative regulation of transcription elongation from RNA polymerase II promoter	10	1.0	1.0
12396	BP	GO:0061951	establishment of protein localization to plasma membrane	28	1.0	1.0
12397	BP	GO:0045429	positive regulation of nitric oxide biosynthetic process	13	1.0	1.0
12398	BP	GO:1905885	positive regulation of triglyceride transport	1	1.0	1.0
12399	BP	GO:0035891	exit from host cell	7	1.0	1.0
12400	BP	GO:0008206	bile acid metabolic process	14	1.0	1.0
12401	BP	GO:0044206	UMP salvage	2	1.0	1.0
12402	BP	GO:1904358	positive regulation of telomere maintenance via telomere lengthening	20	1.0	1.0
12403	BP	GO:0048241	epinephrine transport	3	1.0	1.0
12404	BP	GO:0009415	response to water	8	1.0	1.0
12405	BP	GO:0009116	nucleoside metabolic process	34	1.0	1.0
12406	BP	GO:0032897	negative regulation of viral transcription	12	1.0	1.0
12407	BP	GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	2	1.0	1.0
12408	BP	GO:0042420	dopamine catabolic process	4	1.0	1.0
12409	BP	GO:0038194	thyroid-stimulating hormone signaling pathway	1	1.0	1.0
12410	BP	GO:0001408	guanine nucleotide transport	3	1.0	1.0
12411	BP	GO:1903779	regulation of cardiac conduction	9	1.0	1.0
12412	BP	GO:0006564	L-serine biosynthetic process	2	1.0	1.0
12413	BP	GO:0006006	glucose metabolic process	37	1.0	1.0
12414	BP	GO:0042053	regulation of dopamine metabolic process	6	1.0	1.0
12415	BP	GO:0010903	negative regulation of very-low-density lipoprotein particle remodeling	4	1.0	1.0
12416	BP	GO:0006337	nucleosome disassembly	8	1.0	1.0
12417	BP	GO:1905716	negative regulation of cornification	1	1.0	1.0
12418	BP	GO:0009142	nucleoside triphosphate biosynthetic process	32	1.0	1.0
12419	BP	GO:0009948	anterior/posterior axis specification	18	1.0	1.0
12420	BP	GO:0007621	negative regulation of female receptivity	1	1.0	1.0
12421	BP	GO:1902809	regulation of skeletal muscle fiber differentiation	1	1.0	1.0
12422	BP	GO:0038166	angiotensin-activated signaling pathway	4	1.0	1.0
12423	BP	GO:0140461	subtelomeric heterochromatin organization	1	1.0	1.0
12424	BP	GO:2000407	regulation of T cell extravasation	2	1.0	1.0
12425	BP	GO:0086048	membrane depolarization during bundle of His cell action potential	1	1.0	1.0
12426	BP	GO:0010612	regulation of cardiac muscle adaptation	6	1.0	1.0
12427	BP	GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	1	1.0	1.0
12428	BP	GO:1902569	negative regulation of activation of Janus kinase activity	1	1.0	1.0
12429	BP	GO:1901950	dense core granule transport	3	1.0	1.0
12430	BP	GO:0031293	membrane protein intracellular domain proteolysis	4	1.0	1.0
12431	BP	GO:0031652	positive regulation of heat generation	3	1.0	1.0
12432	BP	GO:1990709	presynaptic active zone organization	3	1.0	1.0
12433	BP	GO:0046037	GMP metabolic process	8	1.0	1.0
12434	BP	GO:0062099	negative regulation of programmed necrotic cell death	7	1.0	1.0
12435	BP	GO:0000304	response to singlet oxygen	1	1.0	1.0
12436	BP	GO:0009988	cell-cell recognition	30	1.0	1.0
12437	BP	GO:0140448	signaling receptor ligand precursor processing	11	1.0	1.0
12438	BP	GO:0003097	renal water transport	4	1.0	1.0
12439	BP	GO:0006404	RNA import into nucleus	1	1.0	1.0
12440	BP	GO:0048026	positive regulation of mRNA splicing, via spliceosome	16	1.0	1.0
12441	BP	GO:0072663	establishment of protein localization to peroxisome	10	1.0	1.0
12442	BP	GO:0051257	meiotic spindle midzone assembly	1	1.0	1.0
12443	BP	GO:0090735	DNA repair complex assembly	3	1.0	1.0
12444	BP	GO:2000330	positive regulation of T-helper 17 cell lineage commitment	1	1.0	1.0
12445	BP	GO:1902990	mitotic telomere maintenance via semi-conservative replication	1	1.0	1.0
12446	BP	GO:0009098	leucine biosynthetic process	1	1.0	1.0
12447	BP	GO:0071284	cellular response to lead ion	1	1.0	1.0
12448	BP	GO:0009113	purine nucleobase biosynthetic process	6	1.0	1.0
12449	BP	GO:0003002	regionalization	104	1.0	1.0
12450	BP	GO:0098967	exocytic insertion of neurotransmitter receptor to postsynaptic membrane	4	1.0	1.0
12451	BP	GO:0098583	learned vocalization behavior	2	1.0	1.0
12452	BP	GO:0009950	dorsal/ventral axis specification	5	1.0	1.0
12453	BP	GO:0006548	histidine catabolic process	3	1.0	1.0
12454	BP	GO:0032252	secretory granule localization	4	1.0	1.0
12455	BP	GO:0001655	urogenital system development	8	1.0	1.0
12456	BP	GO:0060836	lymphatic endothelial cell differentiation	1	1.0	1.0
12457	BP	GO:0006707	cholesterol catabolic process	2	1.0	1.0
12458	BP	GO:0031058	positive regulation of histone modification	50	1.0	1.0
12459	BP	GO:1903615	positive regulation of protein tyrosine phosphatase activity	1	1.0	1.0
12460	BP	GO:2000269	regulation of fibroblast apoptotic process	9	1.0	1.0
12461	BP	GO:0006432	phenylalanyl-tRNA aminoacylation	3	1.0	1.0
12462	BP	GO:1900451	positive regulation of glutamate receptor signaling pathway	1	1.0	1.0
12463	BP	GO:0097379	dorsal spinal cord interneuron posterior axon guidance	1	1.0	1.0
12464	BP	GO:0033385	geranylgeranyl diphosphate metabolic process	1	1.0	1.0
12465	BP	GO:0045196	establishment or maintenance of neuroblast polarity	1	1.0	1.0
12466	BP	GO:0034475	U4 snRNA 3'-end processing	6	1.0	1.0
12467	BP	GO:0034959	endothelin maturation	1	1.0	1.0
12468	BP	GO:0072717	cellular response to actinomycin D	1	1.0	1.0
12469	BP	GO:0010644	cell communication by electrical coupling	10	1.0	1.0
12470	BP	GO:0046626	regulation of insulin receptor signaling pathway	37	1.0	1.0
12471	BP	GO:0086103	G protein-coupled receptor signaling pathway involved in heart process	3	1.0	1.0
12472	BP	GO:0035874	cellular response to copper ion starvation	1	1.0	1.0
