GO root	GO id	GO name	value	pval
BP	GO:0051954	positive regulation of amine transport	10	1.0
BP	GO:0061551	trigeminal ganglion development	4	1.0
BP	GO:0010868	negative regulation of triglyceride biosynthetic process	1	1.0
BP	GO:0010894	negative regulation of steroid biosynthetic process	11	1.0
BP	GO:0048793	pronephros development	1	1.0
BP	GO:0070926	regulation of ATP:ADP antiporter activity	1	1.0
BP	GO:0060738	epithelial-mesenchymal signaling involved in prostate gland development	1	1.0
BP	GO:0046495	nicotinamide riboside metabolic process	1	1.0
BP	GO:0002578	negative regulation of antigen processing and presentation	6	1.0
BP	GO:0006294	nucleotide-excision repair, preincision complex assembly	23	1.0
BP	GO:0097065	anterior head development	1	1.0
BP	GO:0051946	regulation of glutamate uptake involved in transmission of nerve impulse	1	1.0
BP	GO:0010511	regulation of phosphatidylinositol biosynthetic process	3	1.0
BP	GO:0060847	endothelial cell fate specification	2	1.0
BP	GO:1990090	cellular response to nerve growth factor stimulus	25	1.0
BP	GO:1904730	negative regulation of intestinal lipid absorption	2	1.0
BP	GO:0072091	regulation of stem cell proliferation	24	1.0
BP	GO:1902950	regulation of dendritic spine maintenance	7	1.0
BP	GO:0061847	response to cholecystokinin	1	1.0
BP	GO:0002859	negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	2	1.0
BP	GO:0002851	positive regulation of peripheral T cell tolerance induction	1	1.0
BP	GO:0061346	planar cell polarity pathway involved in heart morphogenesis	1	1.0
BP	GO:0006686	sphingomyelin biosynthetic process	2	1.0
BP	GO:0003096	renal sodium ion transport	2	1.0
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	11	1.0
BP	GO:0060595	fibroblast growth factor receptor signaling pathway involved in mammary gland specification	2	1.0
BP	GO:1904637	cellular response to ionomycin	3	1.0
BP	GO:0021930	cerebellar granule cell precursor proliferation	2	1.0
BP	GO:0098870	action potential propagation	2	1.0
BP	GO:0061042	vascular wound healing	1	1.0
BP	GO:0071874	cellular response to norepinephrine stimulus	2	1.0
BP	GO:0061615	glycolytic process through fructose-6-phosphate	5	1.0
BP	GO:0001709	cell fate determination	11	1.0
BP	GO:0030431	sleep	4	1.0
BP	GO:0003150	muscular septum morphogenesis	1	1.0
BP	GO:0060120	inner ear receptor cell fate commitment	2	1.0
BP	GO:1905671	regulation of lysosome organization	1	1.0
BP	GO:1903724	positive regulation of centriole elongation	2	1.0
BP	GO:0002677	negative regulation of chronic inflammatory response	3	1.0
BP	GO:0036376	sodium ion export across plasma membrane	1	1.0
BP	GO:1904355	positive regulation of telomere capping	6	1.0
BP	GO:2000558	positive regulation of immunoglobulin production in mucosal tissue	1	1.0
BP	GO:0071276	cellular response to cadmium ion	18	1.0
BP	GO:0051005	negative regulation of lipoprotein lipase activity	1	1.0
BP	GO:0043923	positive regulation by host of viral transcription	13	1.0
BP	GO:0042698	ovulation cycle	5	1.0
BP	GO:1902302	regulation of potassium ion export	2	1.0
BP	GO:0072683	T cell extravasation	2	1.0
BP	GO:2000309	positive regulation of tumor necrosis factor (ligand) superfamily member 11 production	1	1.0
BP	GO:0010573	vascular endothelial growth factor production	1	1.0
BP	GO:0050729	positive regulation of inflammatory response	66	1.0
BP	GO:2000329	negative regulation of T-helper 17 cell lineage commitment	1	1.0
BP	GO:1902307	positive regulation of sodium ion transmembrane transport	9	1.0
BP	GO:0060501	positive regulation of epithelial cell proliferation involved in lung morphogenesis	4	1.0
BP	GO:0099576	regulation of protein catabolic process at postsynapse, modulating synaptic transmission	2	1.0
BP	GO:0043171	peptide catabolic process	3	1.0
BP	GO:0033212	iron import into cell	1	1.0
BP	GO:0042430	indole-containing compound metabolic process	2	1.0
BP	GO:1901293	nucleoside phosphate biosynthetic process	44	1.0
BP	GO:0048245	eosinophil chemotaxis	17	1.0
BP	GO:0046855	inositol phosphate dephosphorylation	2	1.0
BP	GO:0071286	cellular response to magnesium ion	2	1.0
BP	GO:1903306	negative regulation of regulated secretory pathway	12	1.0
BP	GO:0006409	tRNA export from nucleus	2	1.0
BP	GO:0031442	positive regulation of mRNA 3'-end processing	8	1.0
BP	GO:0034162	toll-like receptor 9 signaling pathway	12	1.0
BP	GO:0046136	positive regulation of vitamin metabolic process	3	1.0
BP	GO:0097327	response to antineoplastic agent	44	1.0
BP	GO:0051452	intracellular pH reduction	3	1.0
BP	GO:1903770	negative regulation of beta-galactosidase activity	1	1.0
BP	GO:0070447	positive regulation of oligodendrocyte progenitor proliferation	1	1.0
BP	GO:0060487	lung epithelial cell differentiation	13	1.0
BP	GO:0034349	glial cell apoptotic process	6	1.0
BP	GO:0055093	response to hyperoxia	14	1.0
BP	GO:1902186	regulation of viral release from host cell	16	1.0
BP	GO:0090241	negative regulation of histone H4 acetylation	4	1.0
BP	GO:0033313	meiotic cell cycle checkpoint	4	1.0
BP	GO:1902106	negative regulation of leukocyte differentiation	41	1.0
BP	GO:1901093	regulation of protein homotetramerization	1	1.0
BP	GO:1902237	positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	4	1.0
BP	GO:0008213	protein alkylation	51	1.0
BP	GO:0070682	proteasome regulatory particle assembly	1	1.0
BP	GO:0071586	CAAX-box protein processing	1	1.0
BP	GO:0060046	regulation of acrosome reaction	1	1.0
BP	GO:2000589	regulation of metanephric mesenchymal cell migration	3	1.0
BP	GO:0035822	gene conversion	1	1.0
BP	GO:1903979	negative regulation of microglial cell activation	2	1.0
BP	GO:1905906	regulation of amyloid fibril formation	6	1.0
BP	GO:0034204	lipid translocation	2	1.0
BP	GO:1903533	regulation of protein targeting	35	1.0
BP	GO:0098598	learned vocalization behavior or vocal learning	3	1.0
BP	GO:1904760	regulation of myofibroblast differentiation	3	1.0
BP	GO:0090685	RNA localization to nucleus	5	1.0
BP	GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	28	1.0
BP	GO:1903072	regulation of death-inducing signaling complex assembly	1	1.0
BP	GO:0021575	hindbrain morphogenesis	1	1.0
BP	GO:1902630	regulation of membrane hyperpolarization	1	1.0
BP	GO:0051097	negative regulation of helicase activity	4	1.0
BP	GO:0031294	lymphocyte costimulation	37	1.0
BP	GO:0000160	phosphorelay signal transduction system	1	1.0
BP	GO:1905855	positive regulation of heparan sulfate binding	1	1.0
BP	GO:0052148	modulation by symbiont of host catalytic activity	1	1.0
BP	GO:0031643	positive regulation of myelination	6	1.0
BP	GO:0051365	cellular response to potassium ion starvation	1	1.0
BP	GO:0015960	diadenosine polyphosphate biosynthetic process	3	1.0
BP	GO:1905446	regulation of mitochondrial ATP synthesis coupled electron transport	5	1.0
BP	GO:0098887	neurotransmitter receptor transport, endosome to postsynaptic membrane	4	1.0
BP	GO:0033006	regulation of mast cell activation involved in immune response	15	1.0
BP	GO:0006598	polyamine catabolic process	1	1.0
BP	GO:1903750	regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide	3	1.0
BP	GO:0090141	positive regulation of mitochondrial fission	5	1.0
BP	GO:0043032	positive regulation of macrophage activation	18	1.0
BP	GO:0021544	subpallium development	1	1.0
BP	GO:2000756	regulation of peptidyl-lysine acetylation	41	1.0
BP	GO:0045191	regulation of isotype switching	25	1.0
BP	GO:1904322	cellular response to forskolin	3	1.0
BP	GO:0071243	cellular response to arsenic-containing substance	5	1.0
BP	GO:1900016	negative regulation of cytokine production involved in inflammatory response	4	1.0
BP	GO:0051597	response to methylmercury	2	1.0
BP	GO:0010659	cardiac muscle cell apoptotic process	4	1.0
BP	GO:0061642	chemoattraction of axon	2	1.0
BP	GO:0001822	kidney development	31	1.0
BP	GO:0034311	diol metabolic process	3	1.0
BP	GO:0003281	ventricular septum development	7	1.0
BP	GO:0006308	DNA catabolic process	10	1.0
BP	GO:0090264	regulation of immune complex clearance by monocytes and macrophages	2	1.0
BP	GO:0010037	response to carbon dioxide	1	1.0
BP	GO:0042987	amyloid precursor protein catabolic process	3	1.0
BP	GO:0031102	neuron projection regeneration	8	1.0
BP	GO:0032661	regulation of interleukin-18 production	5	1.0
BP	GO:1901389	negative regulation of transforming growth factor beta activation	1	1.0
BP	GO:0055022	negative regulation of cardiac muscle tissue growth	10	1.0
BP	GO:0019530	taurine metabolic process	2	1.0
BP	GO:0021730	trigeminal sensory nucleus development	1	1.0
BP	GO:0071363	cellular response to growth factor stimulus	129	1.0
BP	GO:0030048	actin filament-based movement	18	1.0
BP	GO:0097039	protein linear polyubiquitination	3	1.0
BP	GO:0060113	inner ear receptor cell differentiation	3	1.0
BP	GO:0001675	acrosome assembly	4	1.0
BP	GO:0106135	negative regulation of cardiac muscle cell contraction	1	1.0
BP	GO:0018312	peptidyl-serine ADP-ribosylation	2	1.0
BP	GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	8	1.0
BP	GO:0050957	equilibrioception	3	1.0
BP	GO:0033169	histone H3-K9 demethylation	4	1.0
BP	GO:0070098	chemokine-mediated signaling pathway	54	1.0
BP	GO:0006910	phagocytosis, recognition	3	1.0
BP	GO:0034721	histone H3-K4 demethylation, trimethyl-H3-K4-specific	2	1.0
BP	GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	8	1.0
BP	GO:0045358	negative regulation of interferon-beta biosynthetic process	1	1.0
BP	GO:0060849	regulation of transcription involved in lymphatic endothelial cell fate commitment	1	1.0
BP	GO:2001106	regulation of Rho guanyl-nucleotide exchange factor activity	1	1.0
BP	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	19	1.0
BP	GO:1902231	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage	4	1.0
BP	GO:0033108	mitochondrial respiratory chain complex assembly	6	1.0
BP	GO:1903912	negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	1	1.0
BP	GO:0055048	anastral spindle assembly	1	1.0
BP	GO:0030224	monocyte differentiation	11	1.0
BP	GO:1905601	negative regulation of receptor-mediated endocytosis involved in cholesterol transport	1	1.0
BP	GO:0048524	positive regulation of viral process	52	1.0
BP	GO:0010755	regulation of plasminogen activation	1	1.0
BP	GO:0010457	centriole-centriole cohesion	8	1.0
BP	GO:0010592	positive regulation of lamellipodium assembly	12	1.0
BP	GO:0014848	urinary tract smooth muscle contraction	2	1.0
BP	GO:2001229	negative regulation of response to gamma radiation	1	1.0
BP	GO:0007616	long-term memory	14	1.0
BP	GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process	12	1.0
BP	GO:0071394	cellular response to testosterone stimulus	3	1.0
BP	GO:0045933	positive regulation of muscle contraction	14	1.0
BP	GO:0002704	negative regulation of leukocyte mediated immunity	25	1.0
BP	GO:0045953	negative regulation of natural killer cell mediated cytotoxicity	5	1.0
BP	GO:0060020	Bergmann glial cell differentiation	6	1.0
BP	GO:2001031	positive regulation of cellular glucuronidation	1	1.0
BP	GO:0002658	regulation of peripheral tolerance induction	2	1.0
BP	GO:2000741	positive regulation of mesenchymal stem cell differentiation	1	1.0
BP	GO:0007518	myoblast fate determination	1	1.0
BP	GO:0051306	mitotic sister chromatid separation	1	1.0
BP	GO:0010832	negative regulation of myotube differentiation	9	1.0
BP	GO:0010918	positive regulation of mitochondrial membrane potential	6	1.0
BP	GO:0071641	negative regulation of macrophage inflammatory protein 1 alpha production	1	1.0
BP	GO:0002843	regulation of tolerance induction to tumor cell	1	1.0
BP	GO:0090520	sphingolipid mediated signaling pathway	2	1.0
BP	GO:0106014	regulation of inflammatory response to wounding	1	1.0
BP	GO:0061445	endocardial cushion cell fate commitment	1	1.0
BP	GO:0002446	neutrophil mediated immunity	4	1.0
BP	GO:0034114	regulation of heterotypic cell-cell adhesion	9	1.0
BP	GO:2000909	regulation of sterol import	1	1.0
BP	GO:0032956	regulation of actin cytoskeleton organization	122	1.0
BP	GO:0086100	endothelin receptor signaling pathway	1	1.0
BP	GO:0086002	cardiac muscle cell action potential involved in contraction	12	1.0
BP	GO:0001955	blood vessel maturation	5	1.0
BP	GO:0032026	response to magnesium ion	8	1.0
BP	GO:0010994	free ubiquitin chain polymerization	2	1.0
BP	GO:1903593	regulation of histamine secretion by mast cell	2	1.0
BP	GO:0039563	suppression by virus of host STAT1 activity	1	1.0
BP	GO:0060253	negative regulation of glial cell proliferation	8	1.0
BP	GO:1904504	positive regulation of lipophagy	5	1.0
BP	GO:0010424	DNA methylation on cytosine within a CG sequence	1	1.0
BP	GO:0046602	regulation of mitotic centrosome separation	3	1.0
BP	GO:0048280	vesicle fusion with Golgi apparatus	3	1.0
BP	GO:0034643	establishment of mitochondrion localization, microtubule-mediated	5	1.0
BP	GO:0097510	base-excision repair, AP site formation via deaminated base removal	1	1.0
BP	GO:0033594	response to hydroxyisoflavone	2	1.0
BP	GO:0007512	adult heart development	2	1.0
BP	GO:0060711	labyrinthine layer development	3	1.0
BP	GO:0007567	parturition	1	1.0
BP	GO:0051384	response to glucocorticoid	52	1.0
BP	GO:0035635	entry of bacterium into host cell	7	1.0
BP	GO:0043011	myeloid dendritic cell differentiation	12	1.0
BP	GO:1904139	regulation of microglial cell migration	3	1.0
BP	GO:0009948	anterior/posterior axis specification	9	1.0
BP	GO:0036486	ventral trunk neural crest cell migration	3	1.0
BP	GO:0097345	mitochondrial outer membrane permeabilization	3	1.0
BP	GO:1901804	beta-glucoside metabolic process	1	1.0
BP	GO:0032212	positive regulation of telomere maintenance via telomerase	22	1.0
BP	GO:0015865	purine nucleotide transport	1	1.0
BP	GO:0008543	fibroblast growth factor receptor signaling pathway	40	1.0
BP	GO:0032909	regulation of transforming growth factor beta2 production	4	1.0
BP	GO:0050686	negative regulation of mRNA processing	18	1.0
BP	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	13	1.0
BP	GO:0002825	regulation of T-helper 1 type immune response	17	1.0
BP	GO:0014028	notochord formation	2	1.0
BP	GO:0002730	regulation of dendritic cell cytokine production	4	1.0
BP	GO:0007271	synaptic transmission, cholinergic	2	1.0
BP	GO:1903939	regulation of TORC2 signaling	1	1.0
BP	GO:0035927	RNA import into mitochondrion	1	1.0
BP	GO:1905788	negative regulation of detection of mechanical stimulus involved in sensory perception of touch	1	1.0
BP	GO:0010745	negative regulation of macrophage derived foam cell differentiation	8	1.0
BP	GO:0051934	catecholamine uptake involved in synaptic transmission	3	1.0
BP	GO:0010758	regulation of macrophage chemotaxis	8	1.0
BP	GO:1904881	cellular response to hydrogen sulfide	2	1.0
BP	GO:0043622	cortical microtubule organization	4	1.0
BP	GO:0070584	mitochondrion morphogenesis	4	1.0
BP	GO:0042749	regulation of circadian sleep/wake cycle	4	1.0
BP	GO:0010390	histone monoubiquitination	19	1.0
BP	GO:1902530	positive regulation of protein linear polyubiquitination	2	1.0
BP	GO:0002543	activation of blood coagulation via clotting cascade	1	1.0
BP	GO:0061049	cell growth involved in cardiac muscle cell development	2	1.0
BP	GO:0003334	keratinocyte development	3	1.0
BP	GO:0021591	ventricular system development	2	1.0
BP	GO:0031944	negative regulation of glucocorticoid metabolic process	2	1.0
BP	GO:0009145	purine nucleoside triphosphate biosynthetic process	14	1.0
BP	GO:0070291	N-acylethanolamine metabolic process	1	1.0
BP	GO:0070127	tRNA aminoacylation for mitochondrial protein translation	2	1.0
BP	GO:0098884	postsynaptic neurotransmitter receptor internalization	4	1.0
BP	GO:0060179	male mating behavior	1	1.0
BP	GO:0001302	replicative cell aging	4	1.0
BP	GO:0031050	dsRNA processing	11	1.0
BP	GO:0019086	late viral transcription	1	1.0
BP	GO:0051016	barbed-end actin filament capping	2	1.0
BP	GO:0052331	hemolysis in other organism involved in symbiotic interaction	2	1.0
BP	GO:1903837	regulation of mRNA 3'-UTR binding	1	1.0
BP	GO:0042772	DNA damage response, signal transduction resulting in transcription	11	1.0
BP	GO:0032832	regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response	1	1.0
BP	GO:0003309	type B pancreatic cell differentiation	2	1.0
BP	GO:1905936	regulation of germ cell proliferation	1	1.0
BP	GO:1905050	positive regulation of metallopeptidase activity	4	1.0
BP	GO:0040016	embryonic cleavage	5	1.0
BP	GO:0042541	hemoglobin biosynthetic process	3	1.0
BP	GO:1905634	regulation of protein localization to chromatin	4	1.0
BP	GO:0038166	angiotensin-activated signaling pathway	4	1.0
BP	GO:0071863	regulation of cell proliferation in bone marrow	4	1.0
BP	GO:2000834	regulation of androgen secretion	1	1.0
BP	GO:0032656	regulation of interleukin-13 production	11	1.0
BP	GO:0070076	histone lysine demethylation	14	1.0
BP	GO:0071332	cellular response to fructose stimulus	2	1.0
BP	GO:1990441	negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	2	1.0
BP	GO:0032331	negative regulation of chondrocyte differentiation	3	1.0
BP	GO:0061037	negative regulation of cartilage development	5	1.0
BP	GO:0043697	cell dedifferentiation	2	1.0
BP	GO:1901186	positive regulation of ERBB signaling pathway	19	1.0
BP	GO:0042480	negative regulation of eye photoreceptor cell development	1	1.0
BP	GO:2000307	regulation of tumor necrosis factor (ligand) superfamily member 11 production	1	1.0
BP	GO:0072363	regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter	1	1.0
BP	GO:0009581	detection of external stimulus	24	1.0
BP	GO:0002501	peptide antigen assembly with MHC protein complex	4	1.0
BP	GO:1904910	regulation of establishment of RNA localization to telomere	1	1.0
BP	GO:0051664	nuclear pore localization	1	1.0
BP	GO:2000142	regulation of DNA-templated transcription, initiation	23	1.0
BP	GO:1900364	negative regulation of mRNA polyadenylation	6	1.0
BP	GO:0042048	olfactory behavior	2	1.0
BP	GO:0010883	regulation of lipid storage	19	1.0
BP	GO:1901021	positive regulation of calcium ion transmembrane transporter activity	8	1.0
BP	GO:0030522	intracellular receptor signaling pathway	97	1.0
BP	GO:0006857	oligopeptide transport	2	1.0
BP	GO:0007077	mitotic nuclear envelope disassembly	5	1.0
BP	GO:0051298	centrosome duplication	8	1.0
BP	GO:0042595	behavioral response to starvation	1	1.0
BP	GO:0090077	foam cell differentiation	4	1.0
BP	GO:0060396	growth hormone receptor signaling pathway	6	1.0
BP	GO:0071658	regulation of IP-10 production	1	1.0
BP	GO:0048521	negative regulation of behavior	5	1.0
BP	GO:0014733	regulation of skeletal muscle adaptation	6	1.0
BP	GO:2000361	regulation of prostaglandin-E synthase activity	2	1.0
BP	GO:0009161	ribonucleoside monophosphate metabolic process	31	1.0
BP	GO:0006658	phosphatidylserine metabolic process	3	1.0
BP	GO:0009582	detection of abiotic stimulus	25	1.0
BP	GO:0071545	inositol phosphate catabolic process	3	1.0
BP	GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	3	1.0
BP	GO:0006241	CTP biosynthetic process	3	1.0
BP	GO:0045604	regulation of epidermal cell differentiation	20	1.0
BP	GO:1905710	positive regulation of membrane permeability	3	1.0
BP	GO:0008285	negative regulation of cell proliferation	279	1.0
BP	GO:0016239	positive regulation of macroautophagy	30	1.0
BP	GO:0033604	negative regulation of catecholamine secretion	5	1.0
BP	GO:0001906	cell killing	15	1.0
BP	GO:0018315	molybdenum incorporation into molybdenum-molybdopterin complex	1	1.0
BP	GO:0090037	positive regulation of protein kinase C signaling	5	1.0
BP	GO:0010824	regulation of centrosome duplication	26	1.0
BP	GO:0002856	negative regulation of natural killer cell mediated immune response to tumor cell	2	1.0
BP	GO:0002188	translation reinitiation	1	1.0
BP	GO:0098822	peptidyl-cysteine modification to L-cysteine persulfide	1	1.0
BP	GO:0060038	cardiac muscle cell proliferation	6	1.0
BP	GO:0019227	neuronal action potential propagation	2	1.0
BP	GO:0032714	negative regulation of interleukin-5 production	4	1.0
BP	GO:0060770	negative regulation of epithelial cell proliferation involved in prostate gland development	4	1.0
BP	GO:0039536	negative regulation of RIG-I signaling pathway	5	1.0
BP	GO:0032738	positive regulation of interleukin-15 production	1	1.0
BP	GO:0060551	regulation of fructose 1,6-bisphosphate metabolic process	1	1.0
BP	GO:0042364	water-soluble vitamin biosynthetic process	1	1.0
BP	GO:2001178	positive regulation of mediator complex assembly	2	1.0
BP	GO:0098728	germline stem cell asymmetric division	1	1.0
BP	GO:0097026	dendritic cell dendrite assembly	1	1.0
BP	GO:0060513	prostatic bud formation	2	1.0
BP	GO:1903307	positive regulation of regulated secretory pathway	16	1.0
BP	GO:0006286	base-excision repair, base-free sugar-phosphate removal	1	1.0
BP	GO:0060412	ventricular septum morphogenesis	17	1.0
BP	GO:0032493	response to bacterial lipoprotein	3	1.0
BP	GO:0006545	glycine biosynthetic process	1	1.0
BP	GO:0045647	negative regulation of erythrocyte differentiation	2	1.0
BP	GO:0060693	regulation of branching involved in salivary gland morphogenesis	7	1.0
BP	GO:1900106	positive regulation of hyaluranon cable assembly	1	1.0
BP	GO:0032682	negative regulation of chemokine production	6	1.0
BP	GO:0060191	regulation of lipase activity	39	1.0
BP	GO:0010866	regulation of triglyceride biosynthetic process	5	1.0
BP	GO:2000269	regulation of fibroblast apoptotic process	6	1.0
BP	GO:0006787	porphyrin-containing compound catabolic process	1	1.0
BP	GO:0015886	heme transport	3	1.0
BP	GO:0048170	positive regulation of long-term neuronal synaptic plasticity	3	1.0
BP	GO:0035480	regulation of Notch signaling pathway involved in heart induction	1	1.0
BP	GO:0010623	programmed cell death involved in cell development	7	1.0
BP	GO:0015748	organophosphate ester transport	9	1.0
BP	GO:0060842	arterial endothelial cell differentiation	1	1.0
BP	GO:0045842	positive regulation of mitotic metaphase/anaphase transition	7	1.0
BP	GO:0044870	modulation by host of viral glycoprotein metabolic process	1	1.0
BP	GO:0007007	inner mitochondrial membrane organization	1	1.0
BP	GO:1905214	regulation of RNA binding	9	1.0
BP	GO:0055014	atrial cardiac muscle cell development	1	1.0
BP	GO:0010447	response to acidic pH	5	1.0
BP	GO:0001909	leukocyte mediated cytotoxicity	8	1.0
BP	GO:1900119	positive regulation of execution phase of apoptosis	6	1.0
BP	GO:0051971	positive regulation of transmission of nerve impulse	2	1.0
BP	GO:0006407	rRNA export from nucleus	1	1.0
BP	GO:0043576	regulation of respiratory gaseous exchange	3	1.0
BP	GO:1903438	positive regulation of mitotic cytokinetic process	1	1.0
BP	GO:1903121	regulation of TRAIL-activated apoptotic signaling pathway	3	1.0
BP	GO:1905405	regulation of mitotic cohesin loading	1	1.0
BP	GO:0042044	fluid transport	7	1.0
BP	GO:0060260	regulation of transcription initiation from RNA polymerase II promoter	17	1.0
BP	GO:0039533	regulation of MDA-5 signaling pathway	3	1.0
BP	GO:1900149	positive regulation of Schwann cell migration	1	1.0
BP	GO:0060075	regulation of resting membrane potential	2	1.0
BP	GO:0040001	establishment of mitotic spindle localization	16	1.0
BP	GO:0046778	modification by virus of host mRNA processing	2	1.0
BP	GO:0055091	phospholipid homeostasis	2	1.0
BP	GO:0071420	cellular response to histamine	2	1.0
BP	GO:0042416	dopamine biosynthetic process	5	1.0
BP	GO:1903795	regulation of inorganic anion transmembrane transport	3	1.0
BP	GO:1901571	fatty acid derivative transport	6	1.0
BP	GO:0006625	protein targeting to peroxisome	9	1.0
BP	GO:0010256	endomembrane system organization	2	1.0
BP	GO:0038171	cannabinoid signaling pathway	1	1.0
BP	GO:0033128	negative regulation of histone phosphorylation	3	1.0
BP	GO:0070966	nuclear-transcribed mRNA catabolic process, no-go decay	1	1.0
BP	GO:0075732	viral penetration into host nucleus	1	1.0
BP	GO:0043045	DNA methylation involved in embryo development	3	1.0
BP	GO:0046113	nucleobase catabolic process	1	1.0
BP	GO:0060715	syncytiotrophoblast cell differentiation involved in labyrinthine layer development	1	1.0
BP	GO:0086023	adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process	2	1.0
BP	GO:0007589	body fluid secretion	24	1.0
BP	GO:0046782	regulation of viral transcription	23	1.0
BP	GO:0071226	cellular response to molecule of fungal origin	2	1.0
BP	GO:0032207	regulation of telomere maintenance via recombination	1	1.0
BP	GO:0006284	base-excision repair	21	1.0
BP	GO:0003062	regulation of heart rate by chemical signal	3	1.0
BP	GO:0042117	monocyte activation	3	1.0
BP	GO:0050810	regulation of steroid biosynthetic process	35	1.0
BP	GO:0007417	central nervous system development	24	1.0
BP	GO:0010664	negative regulation of striated muscle cell apoptotic process	11	1.0
BP	GO:1990402	embryonic liver development	1	1.0
BP	GO:0060048	cardiac muscle contraction	17	1.0
BP	GO:1901292	nucleoside phosphate catabolic process	19	1.0
BP	GO:0000727	double-strand break repair via break-induced replication	4	1.0
BP	GO:0034128	negative regulation of MyD88-independent toll-like receptor signaling pathway	6	1.0
BP	GO:0033033	negative regulation of myeloid cell apoptotic process	9	1.0
BP	GO:0070495	negative regulation of thrombin-activated receptor signaling pathway	2	1.0
BP	GO:0070318	positive regulation of G0 to G1 transition	1	1.0
BP	GO:1902101	positive regulation of metaphase/anaphase transition of cell cycle	7	1.0
BP	GO:0071103	DNA conformation change	60	1.0
BP	GO:0046985	positive regulation of hemoglobin biosynthetic process	3	1.0
BP	GO:0060542	regulation of strand invasion	1	1.0
BP	GO:0016560	protein import into peroxisome matrix, docking	2	1.0
BP	GO:0001990	regulation of systemic arterial blood pressure by hormone	6	1.0
BP	GO:0006518	peptide metabolic process	54	1.0
BP	GO:0086045	membrane depolarization during AV node cell action potential	2	1.0
BP	GO:0061723	glycophagy	1	1.0
BP	GO:1902595	regulation of DNA replication origin binding	2	1.0
BP	GO:0055069	zinc ion homeostasis	2	1.0
BP	GO:0050925	negative regulation of negative chemotaxis	1	1.0
BP	GO:0021942	radial glia guided migration of Purkinje cell	2	1.0
BP	GO:0035521	monoubiquitinated histone deubiquitination	2	1.0
BP	GO:0052572	response to host immune response	2	1.0
BP	GO:1903689	regulation of wound healing, spreading of epidermal cells	2	1.0
BP	GO:0035116	embryonic hindlimb morphogenesis	11	1.0
BP	GO:2000282	regulation of cellular amino acid biosynthetic process	1	1.0
BP	GO:0061640	cytoskeleton-dependent cytokinesis	35	1.0
BP	GO:1903897	regulation of PERK-mediated unfolded protein response	3	1.0
BP	GO:0032109	positive regulation of response to nutrient levels	1	1.0
BP	GO:2000121	regulation of removal of superoxide radicals	4	1.0
BP	GO:2000469	negative regulation of peroxidase activity	1	1.0
BP	GO:0003083	negative regulation of renal output by angiotensin	1	1.0
BP	GO:0003373	dynamin family protein polymerization involved in membrane fission	2	1.0
BP	GO:0090035	positive regulation of chaperone-mediated protein complex assembly	1	1.0
BP	GO:0006744	ubiquinone biosynthetic process	2	1.0
BP	GO:0060442	branching involved in prostate gland morphogenesis	5	1.0
BP	GO:0036149	phosphatidylinositol acyl-chain remodeling	1	1.0
BP	GO:0060019	radial glial cell differentiation	7	1.0
BP	GO:0072709	cellular response to sorbitol	1	1.0
BP	GO:0048686	regulation of sprouting of injured axon	2	1.0
BP	GO:0061072	iris morphogenesis	3	1.0
BP	GO:1905258	regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway	1	1.0
BP	GO:0042167	heme catabolic process	1	1.0
BP	GO:0014843	growth factor dependent regulation of skeletal muscle satellite cell proliferation	1	1.0
BP	GO:0008063	Toll signaling pathway	4	1.0
BP	GO:0097366	response to bronchodilator	26	1.0
BP	GO:0009155	purine deoxyribonucleotide catabolic process	2	1.0
BP	GO:0051127	positive regulation of actin nucleation	9	1.0
BP	GO:0060348	bone development	10	1.0
BP	GO:0015691	cadmium ion transport	1	1.0
BP	GO:0061001	regulation of dendritic spine morphogenesis	18	1.0
BP	GO:0006644	phospholipid metabolic process	89	1.0
BP	GO:0021960	anterior commissure morphogenesis	1	1.0
BP	GO:0099074	mitochondrion to lysosome transport	3	1.0
BP	GO:0036530	protein deglycation, methylglyoxal removal	1	1.0
BP	GO:0023035	CD40 signaling pathway	2	1.0
BP	GO:1903786	regulation of glutathione biosynthetic process	1	1.0
BP	GO:0043524	negative regulation of neuron apoptotic process	65	1.0
BP	GO:2001182	regulation of interleukin-12 secretion	4	1.0
